time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
3.840000000000003,1.97122344936,4.51346609234,12.9744245084,0.418394336386,6.25799849723,0.0,1.3195661281,4.95775398031,5.24835829311,0.160420102055,0.0391739183333,0.0,439.0346832110309,441.42998047312074,443.2457149073326,441.0481823122871
3.900000000000003,2.0507583167,4.81755237281,13.2870728103,0.428330810133,6.26066985234,0.0,1.33136753359,5.17894836258,5.17276607732,0.174352965312,0.0535054558734,0.0,438.0745597026584,439.2660879685222,439.9503824141621,441.12903620145426
3.960000000000003,2.13100647704,5.13609141306,13.5974347718,0.438515849582,6.26420882337,0.0,1.3432155534,5.4394321831,5.17158766912,0.158454704112,0.0681470396895,0.0,465.2300878985409,466.37758399386234,467.2156540343343,466.0001178829435
4.020000000000002,2.21185044914,5.46945337712,13.9056473429,0.447804236332,6.26829007849,0.0,1.35121541534,5.6730298136,5.10160388153,0.14628645285,0.0677676063275,0.0,445.8317995826285,445.80425080904035,444.7792903216189,443.8038984256265
4.080000000000001,2.29309180123,5.81664905328,14.209016522,0.457067675068,6.27245999758,0.0,1.35647545908,5.90053119364,5.01027686735,0.167004470054,0.0727519627505,0.0,438.596724777115,439.01433768264695,437.9607235029859,439.7034854162289
4.14,2.37455723512,6.17679371739,14.5052350439,0.467206509382,6.2775561046,0.0,1.35867457914,6.10479540945,4.86355362911,0.172660814492,0.102107541396,0.0,419.6488060311205,422.19604706846786,418.19937192021627,418.72116451136776
4.199999999999998,2.456076701,6.5497751208,14.7935681115,0.477063861628,0.000630026148301,0.0,1.35813754944,6.32835488138,4.7471884749,0.136951813547,0.108411651961,0.0,430.7641843726208,431.30693688167935,433.03071164929247,430.04108140720984
4.259999999999997,2.53745628046,6.93707926641,15.0764603058,0.485518670052,0.007625980373,0.0,1.35390710517,6.58195676229,4.68192043932,0.147840373323,0.129318805942,0.0,449.0844516438766,450.7893040736105,450.42489980236246,451.3229176342512
4.319999999999996,2.61843226414,7.34061199828,15.3571466823,0.495020918625,0.0160493473283,0.0,1.34449108119,6.86922731619,4.67317935971,0.173795364885,0.156399055504,0.0,470.96406706858164,473.0710341560078,469.88571537934916,471.9157287502595
4.379999999999995,2.69878712004,7.75830314688,15.6313554228,0.505551083614,0.0256388339879,0.0,1.33336419554,7.05434786903,4.46731610619,0.178711291684,0.165913392736,0.0,401.08105330469107,401.9716673216205,402.2447601902301,402.72297995013065
